Vardas                   Pavarde                  ND1            ND2            ND3            ND4            ND5            Egz.
Vardenis5525             Pavardenis5525           1              6              1              8              6              5
Vardenis5526             Pavardenis5526           1              5              6              5              5              7
Vardenis5527             Pavardenis5527           7              8              2              10             10             1
Vardenis5528             Pavardenis5528           10             3              4              3              7              2
Vardenis5529             Pavardenis5529           1              4              8              3              4              10
Vardenis5530             Pavardenis5530           1              7              4              6              5              1
Vardenis5531             Pavardenis5531           9              10             7              3              7              10
Vardenis5532             Pavardenis5532           9              9              6              7              10             6
Vardenis5533             Pavardenis5533           10             2              2              8              8              10
Vardenis5534             Pavardenis5534           5              10             10             5              3              7
Vardenis5535             Pavardenis5535           3              9              6              9              1              6
Vardenis5536             Pavardenis5536           1              10             6              7              6              7
Vardenis5537             Pavardenis5537           4              10             9              7              4              2
Vardenis5538             Pavardenis5538           5              9              9              5              4              10
Vardenis5539             Pavardenis5539           9              4              9              8              7              9
Vardenis5540             Pavardenis5540           2              5              2              3              5              6
Vardenis5541             Pavardenis5541           10             1              5              9              4              3
Vardenis5542             Pavardenis5542           4              1              7              6              1              3
Vardenis5543             Pavardenis5543           4              3              9              7              5              9
Vardenis5544             Pavardenis5544           5              9              5              8              6              8
Vardenis5545             Pavardenis5545           2              9              1              1              1              2
Vardenis5546             Pavardenis5546           5              6              4              6              4              10
Vardenis5547             Pavardenis5547           1              5              8              7              3              1
Vardenis5548             Pavardenis5548           9              6              8              7              3              5
Vardenis5549             Pavardenis5549           10             8              4              9              3              1
Vardenis5550             Pavardenis5550           6              10             10             8              9              3
Vardenis5551             Pavardenis5551           2              9              10             1              2              8
Vardenis5552             Pavardenis5552           1              9              3              6              6              1
Vardenis5553             Pavardenis5553           4              10             2              7              6              5
Vardenis5554             Pavardenis5554           6              1              3              3              1              8
Vardenis5555             Pavardenis5555           2              2              6              10             1              10
Vardenis5556             Pavardenis5556           9              1              3              2              10             8
Vardenis5557             Pavardenis5557           8              4              8              10             5              9
Vardenis5558             Pavardenis5558           1              7              8              4              5              8
Vardenis5559             Pavardenis5559           9              1              6              4              10             9
Vardenis5560             Pavardenis5560           4              8              6              1              6              10
Vardenis5561             Pavardenis5561           5              2              3              1              8              8
Vardenis5562             Pavardenis5562           6              5              2              1              2              2
Vardenis5563             Pavardenis5563           7              1              6              9              10             10
Vardenis5564             Pavardenis5564           9              4              3              2              5              4
Vardenis5565             Pavardenis5565           9              3              8              1              9              7
Vardenis5566             Pavardenis5566           10             8              9              6              4              8
Vardenis5567             Pavardenis5567           1              6              6              10             10             9
Vardenis5568             Pavardenis5568           2              10             5              5              1              9
Vardenis5569             Pavardenis5569           8              3              1              9              7              8
Vardenis5570             Pavardenis5570           8              6              6              2              8              8
Vardenis5571             Pavardenis5571           4              5              6              10             2              1
Vardenis5572             Pavardenis5572           6              6              8              5              10             3
Vardenis5573             Pavardenis5573           7              5              2              4              6              8
Vardenis5574             Pavardenis5574           5              6              4              6              3              4
Vardenis5575             Pavardenis5575           7              10             6              2              8              1
Vardenis5576             Pavardenis5576           4              7              3              2              9              9
Vardenis5577             Pavardenis5577           8              7              6              6              2              6
Vardenis5578             Pavardenis5578           4              10             5              3              6              5
Vardenis5579             Pavardenis5579           2              3              2              6              9              3
Vardenis5580             Pavardenis5580           9              3              3              6              4              9
Vardenis5581             Pavardenis5581           6              9              5              4              6              3
Vardenis5582             Pavardenis5582           7              3              5              8              9              4
Vardenis5583             Pavardenis5583           2              9              7              1              8              7
Vardenis5584             Pavardenis5584           1              7              5              10             9              8
Vardenis5585             Pavardenis5585           6              3              8              3              10             1
Vardenis5586             Pavardenis5586           1              3              4              6              8              1
Vardenis5587             Pavardenis5587           10             3              10             5              9              2
Vardenis5588             Pavardenis5588           3              7              2              5              7              4
Vardenis5589             Pavardenis5589           7              6              10             6              10             2
Vardenis5590             Pavardenis5590           1              7              5              8              7              9
Vardenis5591             Pavardenis5591           2              2              1              5              6              7
Vardenis5592             Pavardenis5592           7              8              3              3              9              2
Vardenis5593             Pavardenis5593           8              2              1              3              2              8
Vardenis5594             Pavardenis5594           3              6              9              9              6              8
Vardenis5595             Pavardenis5595           2              8              4              9              2              2
Vardenis5596             Pavardenis5596           4              10             3              2              10             1
Vardenis5597             Pavardenis5597           6              8              5              7              1              7
Vardenis5598             Pavardenis5598           3              6              10             8              6              1
Vardenis5599             Pavardenis5599           3              7              4              5              6              6
Vardenis5600             Pavardenis5600           4              3              1              9              9              2
Vardenis5601             Pavardenis5601           9              6              7              7              8              10
Vardenis5602             Pavardenis5602           1              10             3              6              3              2
Vardenis5603             Pavardenis5603           1              6              6              7              3              6
Vardenis5604             Pavardenis5604           4              9              9              10             5              10
Vardenis5605             Pavardenis5605           4              5              2              10             9              2
Vardenis5606             Pavardenis5606           7              1              8              5              5              2
Vardenis5607             Pavardenis5607           1              6              7              8              10             1
Vardenis5608             Pavardenis5608           9              4              10             2              5              2
Vardenis5609             Pavardenis5609           4              6              10             4              2              10
Vardenis5610             Pavardenis5610           4              6              4              7              4              3
Vardenis5611             Pavardenis5611           6              2              4              3              10             1
Vardenis5612             Pavardenis5612           10             6              8              1              2              6
Vardenis5613             Pavardenis5613           5              10             6              2              7              1
Vardenis5614             Pavardenis5614           6              3              2              1              1              8
Vardenis5615             Pavardenis5615           1              10             9              3              6              10
Vardenis5616             Pavardenis5616           5              1              7              2              7              6
Vardenis5617             Pavardenis5617           4              3              2              7              4              8
Vardenis5618             Pavardenis5618           5              7              10             2              1              2
Vardenis5619             Pavardenis5619           7              4              4              1              8              2
Vardenis5620             Pavardenis5620           7              6              6              8              6              9
Vardenis5621             Pavardenis5621           2              9              2              3              10             2
Vardenis5622             Pavardenis5622           7              3              10             5              3              9
Vardenis5623             Pavardenis5623           2              8              9              10             3              1
Vardenis5624             Pavardenis5624           4              1              1              10             4              10
Vardenis5625             Pavardenis5625           10             8              3              6              3              3
Vardenis5626             Pavardenis5626           5              6              10             9              5              1
Vardenis5627             Pavardenis5627           1              9              8              2              6              2
Vardenis5628             Pavardenis5628           8              1              2              7              6              4
Vardenis5629             Pavardenis5629           5              6              5              3              10             3
Vardenis5630             Pavardenis5630           10             5              6              8              3              8
Vardenis5631             Pavardenis5631           3              5              8              8              1              7
Vardenis5632             Pavardenis5632           7              7              3              6              6              1
Vardenis5633             Pavardenis5633           4              6              8              4              8              9
Vardenis5634             Pavardenis5634           5              3              8              5              9              8
Vardenis5635             Pavardenis5635           5              9              5              4              9              10
Vardenis5636             Pavardenis5636           8              8              4              7              4              10
Vardenis5637             Pavardenis5637           6              4              5              7              6              8
Vardenis5638             Pavardenis5638           10             10             9              4              8              5
Vardenis5639             Pavardenis5639           10             8              4              8              2              9
Vardenis5640             Pavardenis5640           5              8              3              3              10             3
Vardenis5641             Pavardenis5641           6              8              9              4              3              1
Vardenis5642             Pavardenis5642           10             6              9              7              7              7
Vardenis5643             Pavardenis5643           5              2              3              9              8              9
Vardenis5644             Pavardenis5644           4              1              2              10             8              3
Vardenis5645             Pavardenis5645           2              2              10             3              10             1
Vardenis5646             Pavardenis5646           6              2              10             5              2              7
Vardenis5647             Pavardenis5647           4              8              9              4              2              3
Vardenis5648             Pavardenis5648           4              1              8              3              10             4
Vardenis5649             Pavardenis5649           7              10             2              4              1              2
Vardenis5650             Pavardenis5650           10             4              6              3              1              8
Vardenis5651             Pavardenis5651           6              4              3              6              10             7
Vardenis5652             Pavardenis5652           1              8              3              5              1              4
Vardenis5653             Pavardenis5653           3              8              3              5              3              10
Vardenis5654             Pavardenis5654           7              7              10             10             1              10
Vardenis5655             Pavardenis5655           4              8              2              1              7              9
Vardenis5656             Pavardenis5656           2              5              3              2              1              3
Vardenis5657             Pavardenis5657           9              7              1              9              1              9
Vardenis5658             Pavardenis5658           10             8              7              7              10             4
Vardenis5659             Pavardenis5659           7              2              5              7              3              1
Vardenis5660             Pavardenis5660           10             8              1              3              9              10
Vardenis5661             Pavardenis5661           1              2              1              3              10             1
Vardenis5662             Pavardenis5662           9              10             8              10             10             7
Vardenis5663             Pavardenis5663           2              5              9              8              10             4
Vardenis5664             Pavardenis5664           4              2              8              4              7              8
Vardenis5665             Pavardenis5665           5              10             9              4              10             9
Vardenis5666             Pavardenis5666           2              3              8              4              9              9
Vardenis5667             Pavardenis5667           6              7              6              3              6              5
Vardenis5668             Pavardenis5668           10             10             4              3              7              6
Vardenis5669             Pavardenis5669           10             5              7              3              5              10
Vardenis5670             Pavardenis5670           9              3              2              5              1              2
Vardenis5671             Pavardenis5671           10             8              1              2              1              2
Vardenis5672             Pavardenis5672           3              3              5              2              2              1
Vardenis5673             Pavardenis5673           8              7              3              10             6              8
Vardenis5674             Pavardenis5674           5              8              2              7              8              3
Vardenis5675             Pavardenis5675           6              1              2              1              10             8
Vardenis5676             Pavardenis5676           7              10             7              1              3              3
Vardenis5677             Pavardenis5677           4              4              7              7              7              1
Vardenis5678             Pavardenis5678           10             8              8              2              8              1
Vardenis5679             Pavardenis5679           3              10             6              4              9              5
Vardenis5680             Pavardenis5680           4              6              1              4              4              4
Vardenis5681             Pavardenis5681           10             8              1              4              3              7
Vardenis5682             Pavardenis5682           3              6              2              5              2              1
Vardenis5683             Pavardenis5683           6              3              5              2              4              5
Vardenis5684             Pavardenis5684           1              5              8              8              6              9
Vardenis5685             Pavardenis5685           7              9              5              6              9              10
Vardenis5686             Pavardenis5686           2              8              5              6              8              10
Vardenis5687             Pavardenis5687           5              8              3              6              9              10
Vardenis5688             Pavardenis5688           3              3              9              5              5              10
Vardenis5689             Pavardenis5689           4              8              9              10             8              6
Vardenis5690             Pavardenis5690           3              5              10             7              6              7
Vardenis5691             Pavardenis5691           10             8              3              10             5              7
Vardenis5692             Pavardenis5692           7              4              4              8              4              3
Vardenis5693             Pavardenis5693           9              2              2              8              4              3
Vardenis5694             Pavardenis5694           3              7              5              4              1              3
Vardenis5695             Pavardenis5695           10             9              2              3              1              8
Vardenis5696             Pavardenis5696           5              6              4              5              7              1
Vardenis5697             Pavardenis5697           10             2              8              3              3              10
Vardenis5698             Pavardenis5698           2              3              5              8              9              10
Vardenis5699             Pavardenis5699           1              10             2              1              7              7
Vardenis5700             Pavardenis5700           10             4              5              2              4              10
Vardenis5701             Pavardenis5701           8              2              1              3              10             8
Vardenis5702             Pavardenis5702           4              5              9              3              8              7
Vardenis5703             Pavardenis5703           8              4              8              4              5              5
Vardenis5704             Pavardenis5704           7              3              3              1              8              7
Vardenis5705             Pavardenis5705           2              4              4              10             6              9
Vardenis5706             Pavardenis5706           1              4              3              2              7              5
Vardenis5707             Pavardenis5707           9              3              7              1              8              8
Vardenis5708             Pavardenis5708           1              10             1              9              1              2
Vardenis5709             Pavardenis5709           4              8              7              2              1              5
Vardenis5710             Pavardenis5710           1              1              3              6              5              8
Vardenis5711             Pavardenis5711           6              2              8              7              4              7
Vardenis5712             Pavardenis5712           7              5              5              3              7              1
Vardenis5713             Pavardenis5713           1              8              8              4              4              10
Vardenis5714             Pavardenis5714           7              9              8              2              6              5
Vardenis5715             Pavardenis5715           5              9              2              9              3              2
Vardenis5716             Pavardenis5716           5              8              9              10             4              6
Vardenis5717             Pavardenis5717           4              8              10             3              6              5
Vardenis5718             Pavardenis5718           1              7              4              1              2              1
Vardenis5719             Pavardenis5719           7              8              1              5              9              5
Vardenis5720             Pavardenis5720           5              1              3              9              2              7
Vardenis5721             Pavardenis5721           2              1              6              10             1              9
Vardenis5722             Pavardenis5722           9              9              2              2              9              1
Vardenis5723             Pavardenis5723           4              6              8              7              8              6
Vardenis5724             Pavardenis5724           9              9              6              6              5              3
Vardenis5725             Pavardenis5725           10             6              6              9              2              8
Vardenis5726             Pavardenis5726           2              3              2              7              4              4
Vardenis5727             Pavardenis5727           2              2              5              7              4              10
Vardenis5728             Pavardenis5728           4              4              1              5              8              3
Vardenis5729             Pavardenis5729           2              6              8              6              5              7
Vardenis5730             Pavardenis5730           10             7              3              10             5              3
Vardenis5731             Pavardenis5731           4              2              7              7              8              9
Vardenis5732             Pavardenis5732           3              4              1              2              5              6
Vardenis5733             Pavardenis5733           8              7              4              9              2              5
Vardenis5734             Pavardenis5734           1              7              1              9              5              10
Vardenis5735             Pavardenis5735           2              10             3              5              6              8
Vardenis5736             Pavardenis5736           9              4              9              2              9              1
Vardenis5737             Pavardenis5737           6              10             9              9              9              6
Vardenis5738             Pavardenis5738           10             7              8              1              8              10
Vardenis5739             Pavardenis5739           4              3              10             7              2              7
Vardenis5740             Pavardenis5740           1              3              9              7              10             3
Vardenis5741             Pavardenis5741           7              9              7              8              7              4
Vardenis5742             Pavardenis5742           6              7              4              3              6              9
Vardenis5743             Pavardenis5743           6              1              1              8              3              3
Vardenis5744             Pavardenis5744           8              2              5              4              6              6
Vardenis5745             Pavardenis5745           8              9              7              8              9              5
Vardenis5746             Pavardenis5746           6              9              3              6              8              10
Vardenis5747             Pavardenis5747           5              5              7              9              8              5
Vardenis5748             Pavardenis5748           3              7              4              10             5              3
Vardenis5749             Pavardenis5749           1              1              1              3              5              10
Vardenis5750             Pavardenis5750           4              4              10             9              6              7
Vardenis5751             Pavardenis5751           3              3              2              5              1              4
Vardenis5752             Pavardenis5752           2              2              8              6              3              8
Vardenis5753             Pavardenis5753           3              5              7              1              9              10
Vardenis5754             Pavardenis5754           4              4              10             5              1              9
Vardenis5755             Pavardenis5755           8              2              10             8              9              8
Vardenis5756             Pavardenis5756           8              8              6              6              4              5
Vardenis5757             Pavardenis5757           1              2              3              8              6              7
Vardenis5758             Pavardenis5758           8              4              6              6              9              4
Vardenis5759             Pavardenis5759           8              6              8              2              9              2
Vardenis5760             Pavardenis5760           1              4              9              10             10             3
Vardenis5761             Pavardenis5761           8              1              1              5              2              1
Vardenis5762             Pavardenis5762           5              9              3              8              3              6
Vardenis5763             Pavardenis5763           9              4              5              1              7              7
Vardenis5764             Pavardenis5764           9              4              9              2              2              7
Vardenis5765             Pavardenis5765           5              7              6              8              2              10
Vardenis5766             Pavardenis5766           10             5              1              10             1              10
Vardenis5767             Pavardenis5767           5              3              4              6              3              7
Vardenis5768             Pavardenis5768           2              2              1              8              9              7
Vardenis5769             Pavardenis5769           2              7              9              4              6              5
Vardenis5770             Pavardenis5770           7              4              8              8              10             3
Vardenis5771             Pavardenis5771           9              5              10             4              10             1
Vardenis5772             Pavardenis5772           8              9              8              9              9              10
Vardenis5773             Pavardenis5773           10             3              4              4              3              3
Vardenis5774             Pavardenis5774           4              8              1              6              10             10
Vardenis5775             Pavardenis5775           8              10             9              8              8              5
Vardenis5776             Pavardenis5776           2              9              8              8              2              1
Vardenis5777             Pavardenis5777           8              6              6              6              10             7
Vardenis5778             Pavardenis5778           5              2              3              2              6              6
Vardenis5779             Pavardenis5779           7              4              9              5              7              1
Vardenis5780             Pavardenis5780           1              7              1              6              5              5
Vardenis5781             Pavardenis5781           6              7              6              8              1              3
Vardenis5782             Pavardenis5782           1              7              9              9              2              6
Vardenis5783             Pavardenis5783           10             2              4              1              6              5
Vardenis5784             Pavardenis5784           1              1              7              8              3              5
Vardenis5785             Pavardenis5785           5              9              3              9              4              4
Vardenis5786             Pavardenis5786           4              5              8              2              5              1
Vardenis5787             Pavardenis5787           7              1              4              10             5              9
Vardenis5788             Pavardenis5788           7              1              9              4              1              7
Vardenis5789             Pavardenis5789           7              5              8              9              2              6
Vardenis5790             Pavardenis5790           4              4              1              5              4              1
Vardenis5791             Pavardenis5791           3              9              8              4              8              5
Vardenis5792             Pavardenis5792           8              6              7              2              4              9
Vardenis5793             Pavardenis5793           1              8              10             9              10             8
Vardenis5794             Pavardenis5794           1              6              4              4              3              8
Vardenis5795             Pavardenis5795           1              1              1              1              3              2
Vardenis5796             Pavardenis5796           10             1              10             2              2              8
Vardenis5797             Pavardenis5797           4              5              4              5              10             3
Vardenis5798             Pavardenis5798           3              6              2              3              9              8
Vardenis5799             Pavardenis5799           10             6              4              1              1              1
Vardenis5800             Pavardenis5800           1              6              2              6              6              6
Vardenis5801             Pavardenis5801           3              7              5              9              10             7
Vardenis5802             Pavardenis5802           7              7              7              1              7              2
Vardenis5803             Pavardenis5803           2              10             8              7              2              4
Vardenis5804             Pavardenis5804           6              8              2              3              10             9
Vardenis5805             Pavardenis5805           7              4              2              9              5              10
Vardenis5806             Pavardenis5806           6              1              1              1              1              1
Vardenis5807             Pavardenis5807           6              1              9              9              10             2
Vardenis5808             Pavardenis5808           1              1              9              4              7              2
Vardenis5809             Pavardenis5809           7              9              8              7              7              2
Vardenis5810             Pavardenis5810           8              8              5              6              6              9
Vardenis5811             Pavardenis5811           8              4              10             8              4              6
Vardenis5812             Pavardenis5812           4              3              2              7              7              7
Vardenis5813             Pavardenis5813           5              9              9              4              8              4
Vardenis5814             Pavardenis5814           5              1              3              1              4              1
Vardenis5815             Pavardenis5815           1              3              2              5              5              1
Vardenis5816             Pavardenis5816           5              8              10             8              4              3
Vardenis5817             Pavardenis5817           7              3              7              8              3              10
Vardenis5818             Pavardenis5818           4              1              10             5              8              5
Vardenis5819             Pavardenis5819           7              7              1              2              4              1
Vardenis5820             Pavardenis5820           3              4              10             9              4              6
Vardenis5821             Pavardenis5821           1              4              10             10             4              7
Vardenis5822             Pavardenis5822           9              2              6              2              1              9
Vardenis5823             Pavardenis5823           6              1              2              7              3              8
Vardenis5824             Pavardenis5824           7              1              10             6              9              3
Vardenis5825             Pavardenis5825           5              7              1              10             2              6
Vardenis5826             Pavardenis5826           8              9              2              4              7              8
Vardenis5827             Pavardenis5827           7              2              3              6              7              3
Vardenis5828             Pavardenis5828           1              4              2              5              1              1
Vardenis5829             Pavardenis5829           1              3              8              10             2              7
Vardenis5830             Pavardenis5830           4              6              5              7              3              8
Vardenis5831             Pavardenis5831           6              7              7              10             4              4
Vardenis5832             Pavardenis5832           6              10             10             4              3              9
Vardenis5833             Pavardenis5833           7              3              3              10             9              9
Vardenis5834             Pavardenis5834           8              9              10             2              8              8
Vardenis5835             Pavardenis5835           3              3              4              8              10             2
Vardenis5836             Pavardenis5836           10             6              10             6              4              5
Vardenis5837             Pavardenis5837           9              9              6              1              5              2
Vardenis5838             Pavardenis5838           6              4              2              9              2              9
Vardenis5839             Pavardenis5839           2              6              8              9              10             3
Vardenis5840             Pavardenis5840           2              6              6              4              2              5
Vardenis5841             Pavardenis5841           6              6              2              4              10             4
Vardenis5842             Pavardenis5842           9              10             10             9              2              6
Vardenis5843             Pavardenis5843           2              7              3              6              2              9
Vardenis5844             Pavardenis5844           9              1              1              3              6              5
Vardenis5845             Pavardenis5845           8              3              2              1              1              3
Vardenis5846             Pavardenis5846           9              1              10             6              8              6
Vardenis5847             Pavardenis5847           7              4              4              3              1              9
Vardenis5848             Pavardenis5848           2              3              3              6              2              7
Vardenis5849             Pavardenis5849           8              5              10             8              6              8
Vardenis5850             Pavardenis5850           10             8              7              7              2              10
Vardenis5851             Pavardenis5851           2              8              5              6              2              5
Vardenis5852             Pavardenis5852           2              4              10             3              3              9
Vardenis5853             Pavardenis5853           3              6              7              4              10             1
Vardenis5854             Pavardenis5854           3              5              4              4              7              4
Vardenis5855             Pavardenis5855           10             10             1              10             9              5
Vardenis5856             Pavardenis5856           7              10             4              4              5              6
Vardenis5857             Pavardenis5857           6              10             6              4              9              2
Vardenis5858             Pavardenis5858           9              6              6              3              8              6
Vardenis5859             Pavardenis5859           4              9              4              4              3              10
Vardenis5860             Pavardenis5860           1              7              5              4              6              8
Vardenis5861             Pavardenis5861           10             3              8              1              3              2
Vardenis5862             Pavardenis5862           6              7              3              2              3              2
Vardenis5863             Pavardenis5863           4              7              10             7              10             9
Vardenis5864             Pavardenis5864           9              2              8              4              3              4
Vardenis5865             Pavardenis5865           9              4              7              6              3              3
Vardenis5866             Pavardenis5866           7              9              3              4              5              9
Vardenis5867             Pavardenis5867           9              6              8              5              1              2
Vardenis5868             Pavardenis5868           5              7              2              9              6              9
Vardenis5869             Pavardenis5869           10             1              3              2              3              5
Vardenis5870             Pavardenis5870           8              8              6              6              1              5
Vardenis5871             Pavardenis5871           8              6              9              7              6              4
Vardenis5872             Pavardenis5872           5              3              5              7              4              9
Vardenis5873             Pavardenis5873           8              3              2              9              7              1
Vardenis5874             Pavardenis5874           4              9              2              6              6              3
Vardenis5875             Pavardenis5875           7              10             4              4              5              2
Vardenis5876             Pavardenis5876           8              7              9              10             10             8
Vardenis5877             Pavardenis5877           3              8              3              7              9              5
Vardenis5878             Pavardenis5878           1              9              3              7              2              8
Vardenis5879             Pavardenis5879           7              2              9              2              2              9
